State FIPS Code,County FIPS Code,Postal Code,Name,Median Household Income,90% CI Lower Bound,90% CI Upper Bound
45,001,SC,Abbeville County,"47,219","40,728","53,710"
45,003,SC,Aiken County,"57,128","51,446","62,810"
45,005,SC,Allendale County,"32,701","27,747","37,655"
45,007,SC,Anderson County,"52,667","47,834","57,500"
45,009,SC,Bamberg County,"39,969","34,995","44,943"
45,011,SC,Barnwell County,"41,717","35,300","48,134"
45,013,SC,Beaufort County,"76,515","70,652","82,378"
45,015,SC,Berkeley County,"70,371","64,494","76,248"
45,017,SC,Calhoun County,"50,977","43,235","58,719"
45,019,SC,Charleston County,"72,451","67,536","77,366"
45,021,SC,Cherokee County,"45,085","38,762","51,408"
45,023,SC,Chester County,"45,366","39,120","51,612"
45,025,SC,Chesterfield County,"44,792","41,689","47,895"
45,027,SC,Clarendon County,"52,983","48,840","57,126"
45,029,SC,Colleton County,"44,399","38,029","50,769"
45,031,SC,Darlington County,"42,082","36,404","47,760"
45,033,SC,Dillon County,"40,930","35,540","46,320"
45,035,SC,Dorchester County,"62,928","57,455","68,401"
45,037,SC,Edgefield County,"55,005","47,711","62,299"
45,039,SC,Fairfield County,"45,648","38,726","52,570"
45,041,SC,Florence County,"47,429","42,771","52,087"
45,043,SC,Georgetown County,"57,991","52,688","63,294"
45,045,SC,Greenville County,"62,475","59,749","65,201"
45,047,SC,Greenwood County,"43,711","38,288","49,134"
45,049,SC,Hampton County,"43,614","37,140","50,088"
45,051,SC,Horry County,"55,055","50,946","59,164"
45,053,SC,Jasper County,"48,988","42,546","55,430"
45,055,SC,Kershaw County,"60,397","55,676","65,118"
45,057,SC,Lancaster County,"63,019","54,765","71,273"
45,059,SC,Laurens County,"43,766","38,053","49,479"
45,061,SC,Lee County,"40,400","34,283","46,517"
45,063,SC,Lexington County,"62,839","58,724","66,954"
45,065,SC,McCormick County,"50,698","42,850","58,546"
45,067,SC,Marion County,"38,498","33,187","43,809"
45,069,SC,Marlboro County,"38,877","32,777","44,977"
45,071,SC,Newberry County,"52,202","46,595","57,809"
45,073,SC,Oconee County,"58,061","51,109","65,013"
45,075,SC,Orangeburg County,"41,335","37,186","45,484"
45,077,SC,Pickens County,"54,588","48,203","60,973"
45,079,SC,Richland County,"56,993","52,880","61,106"
45,081,SC,Saluda County,"46,216","39,761","52,671"
45,083,SC,Spartanburg County,"53,485","48,373","58,597"
45,085,SC,Sumter County,"45,724","40,549","50,899"
45,087,SC,Union County,"46,567","40,136","52,998"
45,089,SC,Williamsburg County,"38,186","32,407","43,965"
45,091,SC,York County,"72,579","67,034","78,124"
46,000,SD,South Dakota,"61,149","59,478","62,820"
46,003,SD,Aurora County,"54,916","47,892","61,940"
46,005,SD,Beadle County,"54,033","47,291","60,775"
46,007,SD,Bennett County,"45,478","40,073","50,883"
46,009,SD,Bon Homme County,"52,890","44,949","60,831"
46,011,SD,Brookings County,"64,542","56,933","72,151"
46,013,SD,Brown County,"64,993","59,626","70,360"
46,015,SD,Brule County,"56,691","49,453","63,929"
46,017,SD,Buffalo County,"22,901","19,634","26,168"
46,019,SD,Butte County,"52,346","44,497","60,195"
46,021,SD,Campbell County,"52,931","44,591","61,271"
46,023,SD,Charles Mix County,"44,865","38,573","51,157"
46,025,SD,Clark County,"54,164","46,785","61,543"
46,027,SD,Clay County,"49,834","43,782","55,886"
46,029,SD,Codington County,"62,123","54,557","69,689"
46,031,SD,Corson County,"29,860","25,563","34,157"
46,033,SD,Custer County,"66,654","58,770","74,538"
46,035,SD,Davison County,"53,664","45,808","61,520"
46,037,SD,Day County,"50,445","43,422","57,468"
46,039,SD,Deuel County,"58,488","50,435","66,541"
46,041,SD,Dewey County,"40,429","35,253","45,605"
46,043,SD,Douglas County,"59,404","51,069","67,739"
46,045,SD,Edmunds County,"56,671","47,851","65,491"
46,047,SD,Fall River County,"48,927","42,006","55,848"
46,049,SD,Faulk County,"50,213","42,320","58,106"
46,051,SD,Grant County,"59,637","51,508","67,766"
46,053,SD,Gregory County,"43,060","36,604","49,516"
46,055,SD,Haakon County,"50,898","43,243","58,553"
46,057,SD,Hamlin County,"62,651","58,131","67,171"
46,059,SD,Hand County,"59,237","50,669","67,805"
46,061,SD,Hanson County,"62,597","52,711","72,483"
46,063,SD,Harding County,"58,732","52,751","64,713"
46,065,SD,Hughes County,"70,615","66,307","74,923"
46,067,SD,Hutchinson County,"54,669","47,808","61,530"
46,069,SD,Hyde County,"55,510","47,721","63,299"
46,071,SD,Jackson County,"36,853","30,995","42,711"
46,073,SD,Jerauld County,"49,086","42,020","56,152"
46,075,SD,Jones County,"49,156","41,448","56,864"
46,077,SD,Kingsbury County,"56,758","49,173","64,343"
46,079,SD,Lake County,"65,643","57,172","74,114"
46,081,SD,Lawrence County,"56,366","50,378","62,354"
46,083,SD,Lincoln County,"86,972","82,111","91,833"
46,085,SD,Lyman County,"43,531","37,566","49,496"
46,087,SD,McCook County,"64,693","57,070","72,316"
46,089,SD,McPherson County,"44,625","38,960","50,290"
46,091,SD,Marshall County,"56,885","48,762","65,008"
46,093,SD,Meade County,"58,406","50,332","66,480"
46,095,SD,Mellette County,"37,844","32,602","43,086"
46,097,SD,Miner County,"49,824","42,263","57,385"
46,099,SD,Minnehaha County,"64,526","60,326","68,726"
46,101,SD,Moody County,"73,264","67,388","79,140"
46,102,SD,Oglala Lakota County,"32,195","27,398","36,992"
46,103,SD,Pennington County,"62,214","58,001","66,427"
46,105,SD,Perkins County,"46,786","39,733","53,839"
46,107,SD,Potter County,"57,324","48,384","66,264"
46,109,SD,Roberts County,"50,673","45,093","56,253"
46,111,SD,Sanborn County,"51,952","44,222","59,682"
46,115,SD,Spink County,"53,282","45,679","60,885"
46,117,SD,Stanley County,"76,413","67,958","84,868"
46,119,SD,Sully County,"59,157","50,717","67,597"
46,121,SD,Todd County,"31,256","26,893","35,619"
46,123,SD,Tripp County,"46,162","39,570","52,754"
46,125,SD,Turner County,"62,754","57,769","67,739"
46,127,SD,Union County,"82,574","70,959","94,189"
46,129,SD,Walworth County,"45,288","40,666","49,910"
46,135,SD,Yankton County,"57,075","49,968","64,182"
46,137,SD,Ziebach County,"31,599","27,243","35,955"
47,000,TN,Tennessee,"56,962","56,112","57,812"
47,001,TN,Anderson County,"53,002","49,982","56,022"
47,003,TN,Bedford County,"58,593","51,540","65,646"
47,005,TN,Benton County,"44,759","38,131","51,387"
47,007,TN,Bledsoe County,"45,780","38,839","52,721"
47,009,TN,Blount County,"67,576","63,269","71,883"
47,011,TN,Bradley County,"49,802","45,290","54,314"
47,013,TN,Campbell County,"42,331","38,125","46,537"
47,015,TN,Cannon County,"50,628","44,108","57,148"
47,017,TN,Carroll County,"47,390","41,762","53,018"
47,019,TN,Carter County,"44,786","40,231","49,341"
47,021,TN,Cheatham County,"78,330","69,862","86,798"
47,023,TN,Chester County,"42,839","39,050","46,628"
47,025,TN,Claiborne County,"43,365","37,209","49,521"
47,027,TN,Clay County,"37,683","31,805","43,561"
47,029,TN,Cocke County,"41,576","37,440","45,712"
47,031,TN,Coffee County,"55,177","49,417","60,937"
47,033,TN,Crockett County,"50,046","44,253","55,839"
47,035,TN,Cumberland County,"52,529","47,874","57,184"
47,037,TN,Davidson County,"64,418","60,836","68,000"
47,039,TN,Decatur County,"47,232","40,088","54,376"
47,041,TN,DeKalb County,"51,002","43,381","58,623"
47,043,TN,Dickson County,"60,309","55,678","64,940"
47,045,TN,Dyer County,"50,906","45,712","56,100"
47,047,TN,Fayette County,"73,132","65,567","80,697"
47,049,TN,Fentress County,"43,931","41,001","46,861"
47,051,TN,Franklin County,"49,491","42,376","56,606"
47,053,TN,Gibson County,"47,850","41,979","53,721"
47,055,TN,Giles County,"51,332","44,439","58,225"
47,057,TN,Grainger County,"45,056","38,954","51,158"
47,059,TN,Greene County,"43,164","38,703","47,625"
47,061,TN,Grundy County,"41,133","37,339","44,927"
47,063,TN,Hamblen County,"48,047","41,832","54,262"
47,065,TN,Hamilton County,"61,478","57,533","65,423"
47,067,TN,Hancock County,"33,109","27,850","38,368"
47,069,TN,Hardeman County,"44,937","39,729","50,145"
47,071,TN,Hardin County,"46,776","41,810","51,742"
47,073,TN,Hawkins County,"52,898","48,760","57,036"
47,075,TN,Haywood County,"43,742","37,264","50,220"
47,077,TN,Henderson County,"47,599","42,750","52,448"
47,079,TN,Henry County,"41,598","36,784","46,412"
47,081,TN,Hickman County,"53,738","48,243","59,233"
47,083,TN,Houston County,"47,465","40,479","54,451"
47,085,TN,Humphreys County,"57,767","50,815","64,719"
47,087,TN,Jackson County,"43,115","37,005","49,225"
47,089,TN,Jefferson County,"57,864","52,384","63,344"
47,091,TN,Johnson County,"43,039","37,412","48,666"
47,093,TN,Knox County,"57,886","55,506","60,266"
47,095,TN,Lake County,"32,163","27,221","37,105"
47,097,TN,Lauderdale County,"43,386","38,447","48,325"
47,099,TN,Lawrence County,"47,353","44,216","50,490"
47,101,TN,Lewis County,"48,288","41,022","55,554"
47,103,TN,Lincoln County,"56,661","50,253","63,069"
47,105,TN,Loudon County,"70,292","62,611","77,973"
47,107,TN,McMinn County,"50,297","44,296","56,298"
47,109,TN,McNairy County,"44,341","37,924","50,758"
47,111,TN,Macon County,"47,031","40,209","53,853"
47,113,TN,Madison County,"47,580","42,697","52,463"
47,115,TN,Marion County,"50,941","43,947","57,935"
47,117,TN,Marshall County,"58,073","51,969","64,177"
47,119,TN,Maury County,"65,942","58,843","73,041"
47,121,TN,Meigs County,"49,242","42,163","56,321"
47,123,TN,Monroe County,"50,945","43,734","58,156"
47,125,TN,Montgomery County,"60,779","56,799","64,759"
47,127,TN,Moore County,"64,271","55,729","72,813"
47,129,TN,Morgan County,"48,321","43,181","53,461"
47,131,TN,Obion County,"45,643","42,004","49,282"
47,133,TN,Overton County,"43,167","36,956","49,378"
47,135,TN,Perry County,"46,366","39,765","52,967"
47,137,TN,Pickett County,"40,120","34,032","46,208"
47,139,TN,Polk County,"48,184","41,198","55,170"
47,141,TN,Putnam County,"47,120","44,267","49,973"
47,143,TN,Rhea County,"45,724","42,075","49,373"
47,145,TN,Roane County,"58,988","53,732","64,244"
47,147,TN,Robertson County,"63,918","57,023","70,813"
47,149,TN,Rutherford County,"73,980","69,057","78,903"
47,151,TN,Scott County,"39,020","33,184","44,856"
47,153,TN,Sequatchie County,"51,197","43,447","58,947"
47,155,TN,Sevier County,"54,284","49,831","58,737"
47,157,TN,Shelby County,"50,870","47,884","53,856"
47,159,TN,Smith County,"59,355","53,762","64,948"
47,161,TN,Stewart County,"55,022","47,732","62,312"
47,163,TN,Sullivan County,"48,968","43,734","54,202"
47,165,TN,Sumner County,"72,325","67,943","76,707"
47,167,TN,Tipton County,"61,432","56,479","66,385"
47,169,TN,Trousdale County,"54,970","46,726","63,214"
47,171,TN,Unicoi County,"45,635","38,679","52,591"
47,173,TN,Union County,"45,520","38,959","52,081"
47,175,TN,Van Buren County,"45,908","39,367","52,449"
47,177,TN,Warren County,"49,532","45,890","53,174"
47,179,TN,Washington County,"52,088","47,666","56,510"
47,181,TN,Wayne County,"42,754","37,609","47,899"
47,183,TN,Weakley County,"46,979","40,635","53,323"
47,185,TN,White County,"46,475","39,980","52,970"
47,187,TN,Williamson County,"118,257","109,647","126,867"
47,189,TN,Wilson County,"77,822","71,937","83,707"
48,000,TX,Texas,"66,048","65,365","66,731"
48,001,TX,Anderson County,"50,879","45,179","56,579"
48,003,TX,Andrews County,"76,600","65,269","87,931"
48,005,TX,Angelina County,"49,943","44,981","54,905"
48,007,TX,Aransas County,"51,461","44,220","58,702"
48,009,TX,Archer County,"69,566","60,520","78,612"
48,011,TX,Armstrong County,"62,256","54,191","70,321"
48,013,TX,Atascosa County,"60,594","56,436","64,752"
48,015,TX,Austin County,"60,593","51,374","69,812"
48,017,TX,Bailey County,"48,259","40,623","55,895"
48,019,TX,Bandera County,"64,389","57,772","71,006"
48,021,TX,Bastrop County,"74,612","69,306","79,918"
48,023,TX,Baylor County,"44,392","37,493","51,291"
48,025,TX,Bee County,"46,316","39,663","52,969"
48,027,TX,Bell County,"53,639","49,688","57,590"
48,029,TX,Bexar County,"60,477","58,624","62,330"
48,031,TX,Blanco County,"66,383","56,734","76,032"
48,033,TX,Borden County,"69,499","58,580","80,418"
48,035,TX,Bosque County,"58,056","52,394","63,718"
48,037,TX,Bowie County,"50,326","44,313","56,339"
48,039,TX,Brazoria County,"83,576","79,076","88,076"
48,041,TX,Brazos County,"53,570","48,469","58,671"
48,043,TX,Brewster County,"48,537","40,760","56,314"
48,045,TX,Briscoe County,"50,062","42,281","57,843"
48,047,TX,Brooks County,"33,513","28,186","38,840"
48,049,TX,Brown County,"48,752","43,596","53,908"
48,051,TX,Burleson County,"64,836","58,723","70,949"
48,053,TX,Burnet County,"63,813","55,062","72,564"
48,055,TX,Caldwell County,"66,128","60,106","72,150"
48,057,TX,Calhoun County,"58,470","49,949","66,991"
48,059,TX,Callahan County,"54,862","47,833","61,891"
48,061,TX,Cameron County,"44,440","41,602","47,278"
48,063,TX,Camp County,"43,130","37,121","49,139"
48,065,TX,Carson County,"66,597","57,493","75,701"
48,067,TX,Cass County,"50,595","46,302","54,888"
48,069,TX,Castro County,"55,139","46,977","63,301"
48,071,TX,Chambers County,"89,991","77,297","102,685"
48,073,TX,Cherokee County,"45,894","40,474","51,314"
48,075,TX,Childress County,"45,473","39,122","51,824"
48,077,TX,Clay County,"62,763","54,294","71,232"
48,079,TX,Cochran County,"44,584","37,793","51,375"
48,081,TX,Coke County,"51,050","43,690","58,410"
48,083,TX,Coleman County,"43,623","37,641","49,605"
48,085,TX,Collin County,"101,560","97,960","105,160"
48,087,TX,Collingsworth County,"47,885","42,011","53,759"
48,089,TX,Colorado County,"52,726","45,762","59,690"
48,091,TX,Comal County,"79,290","70,134","88,446"
48,093,TX,Comanche County,"47,282","40,018","54,546"
48,095,TX,Concho County,"47,412","40,098","54,726"
48,097,TX,Cooke County,"66,323","58,452","74,194"
48,099,TX,Coryell County,"58,398","54,601","62,195"
48,101,TX,Cottle County,"44,430","37,642","51,218"
48,103,TX,Crane County,"67,547","56,654","78,440"
48,105,TX,Crockett County,"54,458","46,036","62,880"
48,107,TX,Crosby County,"42,804","36,654","48,954"
48,109,TX,Culberson County,"47,479","40,009","54,949"
48,111,TX,Dallam County,"55,253","47,451","63,055"
48,113,TX,Dallas County,"65,770","64,185","67,355"
48,115,TX,Dawson County,"47,233","40,014","54,452"
48,117,TX,Deaf Smith County,"51,412","43,700","59,124"
48,119,TX,Delta County,"50,456","43,010","57,902"
48,121,TX,Denton County,"90,880","86,461","95,299"
48,123,TX,DeWitt County,"53,899","46,088","61,710"
48,125,TX,Dickens County,"42,034","35,988","48,080"
48,127,TX,Dimmit County,"42,788","36,007","49,569"
48,129,TX,Donley County,"57,526","53,473","61,579"
48,131,TX,Duval County,"40,601","34,625","46,577"
48,133,TX,Eastland County,"50,317","43,243","57,391"
48,135,TX,Ector County,"62,669","55,005","70,333"
48,137,TX,Edwards County,"45,330","38,159","52,501"
48,139,TX,Ellis County,"79,849","75,849","83,849"
48,141,TX,El Paso County,"48,522","46,334","50,710"
48,143,TX,Erath County,"61,453","55,080","67,826"
48,145,TX,Falls County,"44,590","37,985","51,195"
48,147,TX,Fannin County,"59,746","53,027","66,465"
48,149,TX,Fayette County,"63,713","56,569","70,857"
48,151,TX,Fisher County,"52,828","48,618","57,038"
48,153,TX,Floyd County,"44,256","37,543","50,969"
48,155,TX,Foard County,"40,955","34,546","47,364"
48,157,TX,Fort Bend County,"97,210","89,512","104,908"
48,159,TX,Franklin County,"58,927","55,356","62,498"
48,161,TX,Freestone County,"54,502","46,908","62,096"
48,163,TX,Frio County,"47,007","40,883","53,131"
48,165,TX,Gaines County,"63,528","54,306","72,750"
48,167,TX,Galveston County,"78,465","73,967","82,963"
48,169,TX,Garza County,"50,934","43,251","58,617"
48,171,TX,Gillespie County,"64,365","58,282","70,448"
48,173,TX,Glasscock County,"85,001","71,783","98,219"
48,175,TX,Goliad County,"54,970","46,645","63,295"
48,177,TX,Gonzales County,"55,363","48,714","62,012"
48,179,TX,Gray County,"54,141","47,437","60,845"
48,181,TX,Grayson County,"59,554","56,554","62,554"
48,183,TX,Gregg County,"51,394","46,558","56,230"
48,185,TX,Grimes County,"57,795","49,975","65,615"
48,187,TX,Guadalupe County,"78,909","72,136","85,682"
48,189,TX,Hale County,"46,589","40,205","52,973"
48,191,TX,Hall County,"36,654","31,104","42,204"
48,193,TX,Hamilton County,"52,840","44,579","61,101"
48,195,TX,Hansford County,"61,059","51,598","70,520"
48,197,TX,Hardeman County,"63,479","58,903","68,055"
48,199,TX,Hardin County,"69,151","60,363","77,939"
48,201,TX,Harris County,"61,906","60,599","63,213"
48,203,TX,Harrison County,"55,198","49,868","60,528"
48,205,TX,Hartley County,"74,686","62,754","86,618"
48,207,TX,Haskell County,"44,847","38,750","50,944"
48,209,TX,Hays County,"77,511","70,262","84,760"
48,211,TX,Hemphill County,"65,718","55,375","76,061"
48,213,TX,Henderson County,"52,660","47,156","58,164"
48,215,TX,Hidalgo County,"46,653","43,648","49,658"
48,217,TX,Hill County,"56,565","50,458","62,672"
48,219,TX,Hockley County,"55,469","47,825","63,113"
48,221,TX,Hood County,"85,449","81,682","89,216"
48,223,TX,Hopkins County,"53,634","47,357","59,911"
48,225,TX,Houston County,"45,989","39,908","52,070"
48,227,TX,Howard County,"58,445","52,539","64,351"
48,229,TX,Hudspeth County,"40,666","34,525","46,807"
48,231,TX,Hunt County,"53,760","48,345","59,175"
48,233,TX,Hutchinson County,"62,536","54,083","70,989"
48,235,TX,Irion County,"73,776","62,394","85,158"
48,237,TX,Jack County,"56,028","47,826","64,230"
48,239,TX,Jackson County,"56,101","49,139","63,063"
48,241,TX,Jasper County,"51,153","43,978","58,328"
48,243,TX,Jeff Davis County,"55,718","46,957","64,479"
48,245,TX,Jefferson County,"48,808","46,209","51,407"
48,247,TX,Jim Hogg County,"41,620","35,282","47,958"
48,249,TX,Jim Wells County,"48,773","42,223","55,323"
48,251,TX,Johnson County,"67,382","59,975","74,789"
48,253,TX,Jones County,"47,019","40,397","53,641"
48,255,TX,Karnes County,"56,006","47,493","64,519"
48,257,TX,Kaufman County,"76,352","69,043","83,661"
48,259,TX,Kendall County,"103,216","89,936","116,496"
48,261,TX,Kenedy County,"45,980","38,626","53,334"
48,263,TX,Kent County,"53,472","45,469","61,475"
48,265,TX,Kerr County,"57,425","49,814","65,036"
48,267,TX,Kimble County,"47,894","40,680","55,108"
48,269,TX,King County,"78,210","65,739","90,681"
48,271,TX,Kinney County,"62,557","61,209","63,905"
48,273,TX,Kleberg County,"51,574","45,274","57,874"
48,275,TX,Knox County,"46,053","39,511","52,595"
48,277,TX,Lamar County,"44,688","40,217","49,159"
48,279,TX,Lamb County,"48,123","41,112","55,134"
48,281,TX,Lampasas County,"69,051","61,844","76,258"
48,283,TX,La Salle County,"45,647","38,411","52,883"
48,285,TX,Lavaca County,"57,999","50,242","65,756"
48,287,TX,Lee County,"61,444","52,478","70,410"
48,289,TX,Leon County,"52,878","45,609","60,147"
48,291,TX,Liberty County,"61,230","54,168","68,292"
48,293,TX,Limestone County,"53,143","47,902","58,384"
48,295,TX,Lipscomb County,"67,775","58,407","77,143"
48,297,TX,Live Oak County,"54,031","45,583","62,479"
48,299,TX,Llano County,"60,706","52,358","69,054"
48,301,TX,Loving County,"97,491","81,537","113,445"
48,303,TX,Lubbock County,"56,477","52,647","60,307"
48,305,TX,Lynn County,"51,003","43,429","58,577"
48,307,TX,McCulloch County,"47,617","41,890","53,344"
48,309,TX,McLennan County,"55,148","49,979","60,317"
48,311,TX,McMullen County,"45,927","44,298","47,556"
48,313,TX,Madison County,"58,674","54,537","62,811"
48,315,TX,Marion County,"42,024","36,550","47,498"
48,317,TX,Martin County,"73,367","62,753","83,981"
48,319,TX,Mason County,"63,120","54,704","71,536"
48,321,TX,Matagorda County,"52,241","44,268","60,214"
48,323,TX,Maverick County,"41,324","34,987","47,661"
48,325,TX,Medina County,"62,600","57,089","68,111"
48,327,TX,Menard County,"41,477","35,050","47,904"
48,329,TX,Midland County,"92,117","80,813","103,421"
48,331,TX,Milam County,"49,961","44,553","55,369"
48,333,TX,Mills County,"49,089","41,979","56,199"
48,335,TX,Mitchell County,"46,156","39,239","53,073"
48,337,TX,Montague County,"56,012","49,995","62,029"
48,339,TX,Montgomery County,"85,348","80,384","90,312"
48,341,TX,Moore County,"53,341","46,636","60,046"
48,343,TX,Morris County,"45,122","38,386","51,858"
48,345,TX,Motley County,"46,712","40,940","52,484"
48,347,TX,Nacogdoches County,"49,375","43,460","55,290"
48,349,TX,Navarro County,"50,778","45,390","56,166"
48,351,TX,Newton County,"45,769","38,549","52,989"
48,353,TX,Nolan County,"41,720","37,387","46,053"
48,355,TX,Nueces County,"55,727","51,505","59,949"
48,357,TX,Ochiltree County,"71,477","62,345","80,609"
48,359,TX,Oldham County,"61,013","51,910","70,116"
48,361,TX,Orange County,"61,323","53,809","68,837"
48,363,TX,Palo Pinto County,"59,450","53,902","64,998"
48,365,TX,Panola County,"51,936","44,032","59,840"
48,367,TX,Parker County,"88,617","82,250","94,984"
48,369,TX,Parmer County,"61,989","55,146","68,832"
48,371,TX,Pecos County,"52,792","44,581","61,003"
48,373,TX,Polk County,"47,535","40,799","54,271"
48,375,TX,Potter County,"45,903","41,081","50,725"
48,377,TX,Presidio County,"39,967","33,610","46,324"
48,379,TX,Rains County,"59,195","51,491","66,899"
48,381,TX,Randall County,"71,041","62,592","79,490"
48,383,TX,Reagan County,"66,711","56,213","77,209"
48,385,TX,Real County,"43,076","36,256","49,896"
48,387,TX,Red River County,"46,727","42,886","50,568"
48,389,TX,Reeves County,"64,863","63,967","65,759"
48,391,TX,Refugio County,"48,433","41,077","55,789"
48,393,TX,Roberts County,"69,927","58,966","80,888"
48,395,TX,Robertson County,"55,218","49,552","60,884"
48,397,TX,Rockwall County,"106,225","99,315","113,135"
48,399,TX,Runnels County,"50,972","46,007","55,937"
48,401,TX,Rusk County,"56,954","51,484","62,424"
48,403,TX,Sabine County,"51,046","46,565","55,527"
48,405,TX,San Augustine County,"45,781","39,136","52,426"
48,407,TX,San Jacinto County,"51,575","43,907","59,243"
48,409,TX,San Patricio County,"56,944","49,946","63,942"
48,411,TX,San Saba County,"48,349","41,051","55,647"
48,413,TX,Schleicher County,"54,471","46,073","62,869"
48,415,TX,Scurry County,"57,158","48,709","65,607"
48,417,TX,Shackelford County,"64,931","54,995","74,867"
48,419,TX,Shelby County,"41,194","37,007","45,381"
48,421,TX,Sherman County,"66,408","55,878","76,938"
48,423,TX,Smith County,"60,735","55,696","65,774"
48,425,TX,Somervell County,"67,984","57,317","78,651"
48,427,TX,Starr County,"35,716","30,484","40,948"
48,429,TX,Stephens County,"48,911","41,681","56,141"
48,431,TX,Sterling County,"68,435","57,820","79,050"
48,433,TX,Stonewall County,"59,802","53,284","66,320"
48,435,TX,Sutton County,"64,612","54,990","74,234"
48,437,TX,Swisher County,"39,897","34,118","45,676"
48,439,TX,Tarrant County,"72,064","69,980","74,148"
48,441,TX,Taylor County,"52,974","47,709","58,239"
48,443,TX,Terrell County,"42,849","36,356","49,342"
48,445,TX,Terry County,"47,292","40,357","54,227"
48,447,TX,Throckmorton County,"46,820","39,513","54,127"
48,449,TX,Titus County,"52,973","47,465","58,481"
48,451,TX,Tom Green County,"55,990","49,903","62,077"
48,453,TX,Travis County,"82,605","79,927","85,283"
48,455,TX,Trinity County,"47,685","41,451","53,919"
48,457,TX,Tyler County,"48,809","42,528","55,090"
48,459,TX,Upshur County,"58,231","53,075","63,387"
48,461,TX,Upton County,"59,593","53,005","66,181"
48,463,TX,Uvalde County,"49,275","45,416","53,134"
48,465,TX,Val Verde County,"54,346","49,564","59,128"
48,467,TX,Van Zandt County,"57,891","51,132","64,650"
48,469,TX,Victoria County,"53,583","48,184","58,982"
48,471,TX,Walker County,"43,002","40,278","45,726"
48,473,TX,Waller County,"69,460","60,879","78,041"
48,475,TX,Ward County,"57,257","54,740","59,774"
48,477,TX,Washington County,"62,667","57,641","67,693"
48,479,TX,Webb County,"56,588","53,911","59,265"
48,481,TX,Wharton County,"55,887","48,533","63,241"
48,483,TX,Wheeler County,"49,838","43,586","56,090"
48,485,TX,Wichita County,"54,659","50,901","58,417"
48,487,TX,Wilbarger County,"51,774","46,230","57,318"
48,489,TX,Willacy County,"40,190","34,512","45,868"
48,491,TX,Williamson County,"91,507","85,894","97,120"
48,493,TX,Wilson County,"74,529","67,028","82,030"
48,495,TX,Winkler County,"77,960","69,899","86,021"
48,497,TX,Wise County,"71,636","62,192","81,080"
48,499,TX,Wood County,"61,886","59,531","64,241"
48,501,TX,Yoakum County,"67,132","59,062","75,202"
48,503,TX,Young County,"54,569","46,697","62,441"
48,505,TX,Zapata County,"39,876","33,610","46,142"
48,507,TX,Zavala County,"34,898","29,483","40,313"
49,000,UT,Utah,"77,785","76,480","79,090"
49,001,UT,Beaver County,"61,858","54,300","69,416"
49,003,UT,Box Elder County,"73,926","66,047","81,805"
49,005,UT,Cache County,"65,391","59,516","71,266"
49,007,UT,Carbon County,"51,902","46,283","57,521"
49,009,UT,Daggett County,"63,461","53,792","73,130"
49,011,UT,Davis County,"92,253","86,626","97,880"
49,013,UT,Duchesne County,"61,709","55,789","67,629"
49,015,UT,Emery County,"64,144","55,410","72,878"
49,017,UT,Garfield County,"47,638","39,865","55,411"
49,019,UT,Grand County,"58,852","49,668","68,036"
49,021,UT,Iron County,"52,942","48,553","57,331"
49,023,UT,Juab County,"70,086","59,737","80,435"
49,025,UT,Kane County,"58,352","49,853","66,851"
49,027,UT,Millard County,"60,316","53,494","67,138"
49,029,UT,Morgan County,"103,746","89,211","118,281"
49,031,UT,Piute County,"47,206","39,726","54,686"
49,033,UT,Rich County,"75,531","66,374","84,688"
49,035,UT,Salt Lake County,"79,294","76,297","82,291"
49,037,UT,San Juan County,"50,686","43,798","57,574"
49,039,UT,Sanpete County,"55,033","49,868","60,198"
49,041,UT,Sevier County,"56,318","52,251","60,385"
49,043,UT,Summit County,"115,756","108,942","122,570"
49,045,UT,Tooele County,"79,101","70,123","88,079"
49,047,UT,Uintah County,"63,282","54,980","71,584"
49,049,UT,Utah County,"81,804","79,804","83,804"
49,051,UT,Wasatch County,"87,098","75,292","98,904"
49,053,UT,Washington County,"71,904","65,845","77,963"
49,055,UT,Wayne County,"54,790","46,230","63,350"
49,057,UT,Weber County,"72,091","67,804","76,378"
50,000,VT,Vermont,"67,717","65,623","69,811"
50,001,VT,Addison County,"73,049","65,985","80,113"
50,003,VT,Bennington County,"65,528","59,037","72,019"
50,005,VT,Caledonia County,"52,203","45,758","58,648"
50,007,VT,Chittenden County,"80,539","75,087","85,991"
50,009,VT,Essex County,"50,956","44,070","57,842"
50,011,VT,Franklin County,"62,763","54,982","70,544"
50,013,VT,Grand Isle County,"79,994","71,284","88,704"
50,015,VT,Lamoille County,"57,909","50,805","65,013"
50,017,VT,Orange County,"60,624","54,198","67,050"
50,019,VT,Orleans County,"56,721","50,766","62,676"
50,021,VT,Rutland County,"62,289","58,085","66,493"
50,023,VT,Washington County,"70,061","63,352","76,770"
50,025,VT,Windham County,"59,017","53,126","64,908"
50,027,VT,Windsor County,"60,842","54,683","67,001"
51,000,VA,Virginia,"79,154","78,336","79,972"
51,001,VA,Accomack County,"44,127","39,238","49,016"
51,003,VA,Albemarle County,"79,708","72,891","86,525"
51,005,VA,Alleghany County,"52,281","44,279","60,283"
51,007,VA,Amelia County,"70,511","63,338","77,684"
51,009,VA,Amherst County,"61,111","58,201","64,021"
51,011,VA,Appomattox County,"55,152","46,697","63,607"
51,013,VA,Arlington County,"125,004","120,303","129,705"
